-65.118,-18.756
-48.008,33.178
15.347,11.852
14.651,1.955
-38.27,25.683
-1.875,-58.232
23.348,-49.4
-47.247,23.407
17.382,-45.772
2.304,25.371
-18.553,-45.435
-14.949,-4.87
-32.892,25.525
11.737,3.931
-31.667,14.746
-6.92,-48.751
3.093,-31.765
-62.221,-52.774
-50.633,-63.207
-12.376,-37.815
-6.17,-46.166
28.009,-12.89
-59.587,-38.132
-8.346,17.172
-36.465,-30.177
-6.674,3.808
-63.146,-66.653
-61.424,-21.086
-38.16,-62.557
5.434,-49.991
3.054,-24.674
0.158,-43.393
-35.675,-66.547
-62.37,-37.142
-5.194,-54.283
-4.457,-40.373
7.168,31.896
-20.885,0.863
12.143,-33.324
-36.112,-21.952
16.456,-53.33
-51.629,-45.277
-28.517,7.575
-4.187,19.401
-9.191,30.321
-26.754,11.381
21.285,-1.581
-43.903,-1.819
-0.201,-27.375
17.831,19.104
17.677,27.859
31.287,-18.32
1.192,-35.256
-30.807,-64.4
-58.22,-61.149
-29.715,-24.274
-55.874,19.739
32.718,14.548
-55.599,-62.401
-9.308,-23.08
-36.638,-7.15
14.374,18.849
21.474,-5.365
-54.887,-60.773
-21.117,28.544
-43.652,-32.061
-62.65,-55.765
-47.584,-50.023
9.435,25.678
-4.594,-48.162
-63.717,-30.602
-7.205,7.242
1.104,-43.839
7.456,6.174
24.995,-27.137
-38.688,-1.122
-42.568,20.104
-12.384,-59.35
4.236,11.036
-57.979,-62.59
-27.362,21.557
-18.092,-38.933
-17.334,-22.232
-16.358,-40.432
23.18,25.027
14.944,1.783
-15.819,-9.403
20.643,-51.105
0.428,24.508
-37.657,19.255
7.138,32.729
12.078,-54.49
-7.017,-33.075
6.444,-22.585
-50.946,0.337
27.865,-36.49
-2.138,-35.487
14.97,-29.004
-59.742,-34.172
-45.157,-61.853
-50.0,-50.0
-50.0,-16.667
-50.0,16.667
-16.667,-50.0
-16.667,-16.667
-16.667,16.667
16.667,-50.0
16.667,-16.667
16.667,16.667
-50.246,-49.77
-49.803,-16.855
-49.7,16.125
-16.891,-49.617
-16.511,-17.594
-16.3,16.972
17.469,-50.488
16.807,-16.81
16.778,15.591
-50.037,-50.42
-49.978,-16.657
-50.112,16.865
-16.269,-49.04
-17.051,-16.387
-16.994,16.795
17.081,-50.492
16.478,-16.73
15.968,16.629
-49.813,-50.469
-50.111,-16.569
-49.864,17.131
-15.92,-50.662
-16.597,-16.796
-17.264,16.09
17.17,-49.748
16.725,-16.994
16.41,16.745
-50.228,-49.989
-49.983,-16.602
-50.304,16.105
-16.567,-50.188
-16.609,-17.333
-17.014,16.216
17.721,-49.869
17.26,-17.587
16.68,16.583
-50.757,-50.235
-49.4,-16.283
-49.938,16.444
-16.023,-50.076
-16.536,-17.177
-16.659,16.491
16.897,-50.364
16.998,-16.2
16.522,16.608
-49.898,-49.554
-49.65,-16.25
-49.934,16.83
-17.01,-49.807
-15.997,-16.934
-16.729,16.693
16.924,-49.84
16.207,-17.506
15.977,17.422
-50.287,-49.298
-50.907,-16.325
-49.673,16.49
